Date,Competition Name,Home team,Opponent,Away team,Minute,Score Home Team - When Messi Scored,Score Away Team - When Messi Scored,Goal Type,Goal Method,Final Game Result
samedi 4 d�cembre 2010,Liga,Osasuna,Osasuna,FC Barcelona,83,0,3,Penalty,Left foot,Won
samedi 4 d�cembre 2010,Liga,Osasuna,Osasuna,FC Barcelona,65,0,2,,Left foot,Won
samedi 20 novembre 2010,Liga,UD Almer�a,UD Almer�a,FC Barcelona,67,0,7,Rebound,Left foot,Won
samedi 20 novembre 2010,Liga,UD Almer�a,UD Almer�a,FC Barcelona,37,0,5,Rebound,Left foot,Won
samedi 20 novembre 2010,Liga,UD Almer�a,UD Almer�a,FC Barcelona,17,0,1,Field goal,Left foot,Won
dimanche 7 novembre 2010,Liga,Getafe,Getafe,FC Barcelona,23,0,1,,Left foot,Won
samedi 23 octobre 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,66,0,2,,Left foot,Won
samedi 23 octobre 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,42,0,1,,Left foot,Won
dimanche 19 septembre 2010,Liga,Atl�tico Madrid,Atl�tico Madrid,FC Barcelona,13,0,1,,Left foot,Won
samedi 8 mai 2010,Liga,Sevilla,Sevilla,FC Barcelona,5,0,1,,Left foot,Won
samedi 1 mai 2010,Liga,Villarreal,Villarreal,FC Barcelona,19,0,1,,Left foot,Won
dimanche 21 mars 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,78,0,3,,Left foot,Won
dimanche 21 mars 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,66,0,2,Solo run,Left foot,Won
samedi 23 janvier 2010,Liga,Real Valladolid,Real Valladolid,FC Barcelona,56,0,3,,Left foot,Won
dimanche 10 janvier 2010,Liga,Tenerife,Tenerife,FC Barcelona,75,0,4,,Left foot,Won
dimanche 10 janvier 2010,Liga,Tenerife,Tenerife,FC Barcelona,36,0,1,,Left foot,Won
samedi 5 d�cembre 2009,Liga,Deportivo La Coru�a,Deportivo La Coru�a,FC Barcelona,27,0,1,,Left foot,Won
mardi 22 septembre 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,63,0,4,,Left foot,Won
mardi 22 septembre 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,24,0,2,,Left foot,Won
samedi 25 avril 2009,Liga,Valencia,Valencia,FC Barcelona,24,0,1,,Left foot,Draw
samedi 18 avril 2009,Liga,Getafe,Getafe,FC Barcelona,19,0,1,,Left foot,Won
dimanche 1 mars 2009,Liga,Atl�tico Madrid,Atl�tico Madrid,FC Barcelona,30,0,2,,Left foot,Lost
samedi 29 novembre 2008,Liga,Sevilla,Sevilla,FC Barcelona,90+2,0,3,,Left foot,Won
samedi 29 novembre 2008,Liga,Sevilla,Sevilla,FC Barcelona,78,0,2,,Left foot,Won
dimanche 16 novembre 2008,Liga,Recreativo Huelva,Recreativo Huelva,FC Barcelona,52,0,1,,Left foot,Won
samedi 29 septembre 2007,Liga,Levante,Levante,FC Barcelona,51,0,4,,Left foot,Won
dimanche 17 juin 2007,Liga,Gimn�stic,Gimn�stic,FC Barcelona,51,0,4,,Left foot,Won
dimanche 17 juin 2007,Liga,Gimn�stic,Gimn�stic,FC Barcelona,35,0,2,,Left foot,Won
dimanche 20 mai 2007,Liga,Atl�tico Madrid,Atl�tico Madrid,FC Barcelona,80,0,5,,Left foot,Won
dimanche 20 mai 2007,Liga,Atl�tico Madrid,Atl�tico Madrid,FC Barcelona,39,0,1,,Left foot,Won
samedi 17 mars 2007,Liga,Recreativo Huelva,Recreativo Huelva,FC Barcelona,86,0,4,,Left foot,Won
dimanche 29 janvier 2006,Liga,Real Mallorca,Real Mallorca,FC Barcelona,81,0,3,,Left foot,Won
